Gender,Senior Citizen,Partner,Dependents,tenure,Phone Service,Paperless Billing,MonthlyCharges,TotalCharges,Multiple Lines_No phone service_False,Multiple Lines_No phone service_True,Multiple Lines_Yes_False,Multiple Lines_Yes_True,Internet Service_Fiber optic_False,Internet Service_Fiber optic_True,Internet Service_No_False,Internet Service_No_True,Online Security_No internet service_False,Online Security_No internet service_True,Online Security_Yes_False,Online Security_Yes_True,Online Backup_No internet service_False,Online Backup_No internet service_True,Online Backup_Yes_False,Online Backup_Yes_True,Device Protection_No internet service_False,Device Protection_No internet service_True,Device Protection_Yes_False,Device Protection_Yes_True,Tech Support_No internet service_False,Tech Support_No internet service_True,Tech Support_Yes_False,Tech Support_Yes_True,Streaming TV_No internet service_False,Streaming TV_No internet service_True,Streaming TV_Yes_False,Streaming TV_Yes_True,Streaming Movies_No internet service_False,Streaming Movies_No internet service_True,Streaming Movies_Yes_False,Streaming Movies_Yes_True,Contract_One year_False,Contract_One year_True,Contract_Two year_False,Contract_Two year_True,Payment Method_Credit card (automatic)_False,Payment Method_Credit card (automatic)_True,Payment Method_Electronic check_False,Payment Method_Electronic check_True,Payment Method_Mailed check_False,Payment Method_Mailed check_True,tenure_bucket,churn_label
0,0,1,0,-1.2802480369298874,1,1,0.1662617773692593,-0.9765686484934403,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,1,0,0,-1.0357842692720256,1,0,0.2975615286790714,-0.7668501869580081,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,1,0,0,-0.9542963467194051,1,0,-0.34065498401672384,-0.789394866424634,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,1,0,0,0.18653456901728277,1,1,0.3806626371030031,0.24629270789834268,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,1
0,0,0,0,-1.1172721918246462,1,1,0.9673564625759608,-0.7925714161733562,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
0,1,0,0,-1.1987601143772668,1,1,0.18620604339100316,-0.9170524594514087,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,1,0,-0.05792919864057891,1,1,0.875945243309636,0.31419145877728016,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
0,0,0,0,-1.2395040756535771,1,1,0.20448828724426804,-0.9465017227468543,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,1,0,0.18653456901728277,1,1,1.1535029454455674,0.6523837101499225,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
0,0,0,0,0.22727853029359305,1,1,0.6349520288802342,0.4192602535909189,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,2,1
0,1,1,0,0.6347181430566958,1,0,1.7501689039293968,1.3922109703766314,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
1,0,0,0,-0.9135523854430948,1,1,1.3163811179564737,-0.5302413494247121,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
1,1,0,0,-0.9950403079957154,0,1,-1.1766521347614762,-0.9094640350516832,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-1.2395040756535771,1,0,-0.6697353733754932,-0.9743185924214287,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,-1.1987601143772668,0,0,-1.3145999747452028,-0.9813775918630336,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,0,0,-1.1580161531009565,1,0,0.6399380953856697,-0.8602054545732337,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,1,1,0,0.18653456901728277,1,1,0.6947848269454648,0.39170809639540466,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,1
0,0,0,0,-1.2802480369298874,1,1,0.32913994988016554,-0.9744068299144488,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,0,0,-1.1172721918246462,1,1,0.8643110881302852,-0.8064026432042509,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,1,0,0,-0.18016108246950976,1,1,1.374551893853226,0.38347995017128383,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
0,0,0,0,-0.09867315991688919,1,0,0.6831506717661141,0.10901722813238135,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,2,1
1,1,0,0,0.1457906077409725,1,1,0.8659731102987638,0.39856856147771436,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,1
0,0,0,0,-1.2802480369298874,0,1,-0.9655753193646899,-0.9915910816801058,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,1,1,1,-1.1580161531009565,1,0,-0.62486077482657,-0.9272438898952258,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,1,0,-0.6283446565089229,1,1,0.8177744674128837,-0.32817749040877037,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
1,0,0,0,-1.1987601143772668,1,1,-1.495760391109374,-0.9817084824618588,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,1,1,-1.1580161531009565,1,1,-0.461982602315664,-0.9078316414308121,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-1.1580161531009565,1,1,0.5385547431084732,-0.8569847860780014,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-0.26164900502213034,1,1,1.1152764355705587,0.1023552974093667,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
1,0,0,0,-1.1172721918246462,0,1,-0.4586585579787067,-0.8723822286100021,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
0,0,1,0,-1.1580161531009565,1,1,0.8925654649944222,-0.8461536338097888,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-1.2802480369298874,1,1,0.8659731102987638,-0.9672816523530788,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-1.2802480369298874,1,0,0.1529656000214305,-0.9767451234794804,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,1,0,0,-0.9950403079957154,1,1,0.9856387064292257,-0.6795833063611669,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
0,0,1,1,-1.2802480369298874,1,1,-1.4841262359300234,-0.9984736061356706,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
1,1,0,0,0.7162060656093164,1,1,1.0271892606411914,1.117704129591219,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,3,1
0,0,0,0,-0.26164900502213034,1,1,0.3374500607225587,-0.19780659447162893,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1
0,0,0,0,-1.076528230548336,0,1,-0.5600419102559032,-0.8727572379553376,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
0,0,0,0,-1.1987601143772668,1,1,-0.039828971522091104,-0.9386927046145787,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-1.1987601143772668,0,1,-0.9290108316581599,-0.9594064561010384,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,-1.2802480369298874,1,1,-0.6880176172287581,-0.9879071663465183,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-0.7505765403378537,0,1,-0.4669686688210999,-0.6929071678071963,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1
0,1,1,0,1.1643896396487294,1,1,1.3163811179564737,1.8184421804100406,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,4,1
0,1,1,0,0.3087664528462136,0,1,-0.847571745402707,-0.2849631782021951,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,1
0,0,0,0,1.0421577558197987,1,1,1.3845240268640977,1.7041084488292955,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,3,1
0,0,0,0,-0.5876006952326126,1,1,1.0388234158205416,-0.2393885130573331,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1
0,0,0,0,-1.0357842692720256,1,1,0.3424361272279943,-0.7634089247302257,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,1,0,0,-1.2395040756535771,1,1,-0.6680733512070144,-0.9660242680775429,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-0.5468567339563023,1,1,-0.32569678450041606,-0.545660851329968,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
1,0,1,0,-0.8728084241667845,1,1,0.3175057947008148,-0.6393249501707636,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,1,0,0.2680224915699033,1,1,1.3263532509673455,0.816880456512573,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,2,1
0,0,0,0,-0.7098325790615434,1,1,-0.3024284741417151,-0.6103830524601834,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
0,0,0,0,-1.1172721918246462,1,0,-1.494098368940895,-0.9596932279533534,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
0,0,0,0,-1.2802480369298874,1,1,0.18288199905404562,-0.97634805476089,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,1,1,0,-0.9135523854430948,1,0,0.6897987604400287,-0.6315821101582533,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-1.076528230548336,1,0,0.9873007285977041,-0.7534822067654687,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
0,1,1,0,-0.6690886177852331,1,1,0.6831506717661141,-0.4006645909247512,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
0,0,0,0,-1.2395040756535771,1,1,0.4936801445595503,-0.9399942076366247,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,1,0,0,-1.2395040756535771,1,1,0.4920181223910713,-0.9213099184896264,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
1,1,0,0,-0.5468567339563023,1,1,0.8576629994563706,-0.2749923414909281,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
0,0,0,0,-1.2802480369298874,1,1,-1.4824642137615447,-0.9984515467624158,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,1,0,1.368109446030281,1,1,1.3712278495162684,2.072720575920604,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,4,1
0,0,0,0,0.1457906077409725,1,1,1.1418687902662172,0.5877938652592372,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
0,0,1,0,0.2680224915699033,0,0,-0.2957803854678007,-0.04365569416558085,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
1,0,0,0,-0.46536881140368175,1,1,0.5834293416573961,-0.18990933884633346,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
1,0,0,0,-1.2395040756535771,0,1,-0.811007257696177,-0.9733259206249529,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
0,0,0,0,-1.1580161531009565,1,0,0.35074623807038746,-0.8581980516070273,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,0.10504664646466222,1,1,0.6765025830921999,0.3296991981755561,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,2,1
0,0,1,0,0.02355872391204165,1,1,0.9640324182390032,0.3711267011484752,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2,1
1,0,0,0,0.512486259227765,1,1,-1.4758161250876303,-0.5968606566548589,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,2,1
1,1,1,0,-1.0357842692720256,1,1,0.9939488172716188,-0.7104002507984236,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
1,0,0,0,-1.076528230548336,0,1,-1.1400876470549464,-0.9152877095910074,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
1,1,0,0,-1.1987601143772668,1,1,0.40559296963018254,-0.9024712137298433,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,0,1,-0.8728084241667845,1,0,-1.485788258098502,-0.9097066881574885,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
0,0,0,0,-1.2802480369298874,1,0,0.3490842159019089,-0.9741421174353885,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,1,1,0,0.3087664528462136,1,1,1.143530812434696,0.7848281871730354,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,2,1
1,1,0,0,0.5939741817803856,1,0,0.6881367382715502,0.7760485566175394,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,2,1
0,0,0,0,-1.0357842692720256,1,0,-1.4874502802669807,-0.9346337799356559,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,0,0,-1.2802480369298874,1,0,0.18620604339100316,-0.97630393601438,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,1,0,-1.0357842692720256,1,1,-0.5002091121906725,-0.8611981263697094,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,1,0,0,-0.7098325790615434,1,1,0.3490842159019089,-0.5011229767280917,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,0,1,0,-0.8728084241667845,1,1,0.9706805069129179,-0.5313663774607179,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,1.4088534073065913,1,1,1.780085302962012,2.4357296222051383,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4,1
1,0,0,0,-0.9950403079957154,0,1,-1.1417496692234248,-0.9074566320854769,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,1,0,0.4717422979514547,1,1,1.0404854379890203,0.918022682886819,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
1,1,1,0,-0.3431369275747509,1,1,1.3113950514510377,0.06644263775020147,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1
1,1,0,0,-0.7098325790615434,1,1,0.5119623884128152,-0.4703280916640901,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
0,0,1,0,-0.6283446565089229,1,1,1.309733029282559,-0.23815318815505226,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1
1,1,0,0,-1.2802480369298874,1,1,0.16127571086382367,-0.9766348266132053,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-0.9542963467194051,1,1,0.5319066544345585,-0.6927527521944112,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
0,0,0,0,-1.0357842692720256,1,1,0.5152864327497723,-0.7749900956891088,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,1,1,0,0.1457906077409725,1,1,0.6416001175541483,0.3257285109896533,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1
1,0,0,0,-1.1987601143772668,1,1,0.15130357785295148,-0.9229423121104977,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
0,1,1,0,0.06430268518835193,1,1,0.4920181223910713,0.19191635282472955,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,1
0,1,0,0,-1.2802480369298874,0,1,-0.9423070090059888,-0.9912822504545357,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,0,0,-0.42462485012737144,1,1,0.8177744674128837,-0.1243268221591724,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
0,1,1,0,0.5939741817803856,1,0,0.5169484549182508,0.6805535297965772,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,1
0,1,1,0,-0.3431369275747509,0,1,-0.8026971468537838,-0.5956032723793231,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
1,0,1,0,0.8384379494382472,0,1,-0.14453636813624496,0.3974876521882187,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,3,1
0,0,1,0,-0.9950403079957154,1,1,0.6681924722498068,-0.6698771821289601,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
0,0,1,0,-1.2395040756535771,1,1,0.2909134400051568,-0.9432148761318568,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,0,-0.9950403079957154,1,0,-1.4841262359300234,-0.9384279921355185,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,0,0.6347181430566958,0,0,-1.000477784902741,-0.2994782458039953,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,2,1
0,1,1,0,0.4309983366751445,1,1,1.4210885145706273,0.9929363144608513,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2,1
